company_id,type,rule_id,text,confidence_pct,below_threshold
HDFCBANK,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
HDFCBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
HDFCBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
HDFCBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
HDFCBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
HDFCBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
HDFCBANK,con,CON-FALLBACK,Debt-to-equity of 6.81 is a general leverage level worth monitoring alongside sector peers.,95.0,False
HDFCLIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
HDFCLIFE,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
HDFCLIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
HDFCLIFE,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
HDFCLIFE,con,CON-FALLBACK,Debt-to-equity of 0.06 is a general leverage level worth monitoring alongside sector peers.,5.0,True
HEROMOTOCO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
HEROMOTOCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
HEROMOTOCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
HEROMOTOCO,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
HEROMOTOCO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
HEROMOTOCO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
HEROMOTOCO,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0,False
HEROMOTOCO,pro,PRO-FALLBACK,Return on equity of 21.1% reflects the company's baseline capital efficiency.,63.42731227752981,False
HINDALCO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
HINDALCO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
HINDALCO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
HINDALCO,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0,False
HINDALCO,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
HINDUNILVR,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
HINDUNILVR,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
HINDUNILVR,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
HINDUNILVR,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
HINDUNILVR,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
HINDUNILVR,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
HINDUNILVR,pro,PRO-FALLBACK,Return on equity of 20.1% reflects the company's baseline capital efficiency.,60.22492092623686,False
ICICIBANK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
ICICIBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
ICICIBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
ICICIBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
ICICIBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
ICICIBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
ICICIBANK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
ICICIBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
ICICIBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
ICICIBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
ICICIBANK,con,CON-FALLBACK,Debt-to-equity of 6.45 is a general leverage level worth monitoring alongside sector peers.,95.0,False
ICICIGI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
ICICIGI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
ICICIGI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
ICICIGI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
ICICIGI,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
ICICIPRULI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
ICICIPRULI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
ICICIPRULI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
ICICIPRULI,con,CON-FALLBACK,Debt-to-equity of 0.11 is a general leverage level worth monitoring alongside sector peers.,5.0,True
INDIGO,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
INDIGO,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
INDIGO,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
INDIGO,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
INDIGO,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
INDIGO,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
INDIGO,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
INDIGO,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
INDIGO,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
INDIGO,pro,PRO-FALLBACK,Return on equity of 892.6% reflects the company's baseline capital efficiency.,95.0,False
INDUSINDBK,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
INDUSINDBK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
INDUSINDBK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
INDUSINDBK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
INDUSINDBK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
INDUSINDBK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
INDUSINDBK,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
INDUSINDBK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
INDUSINDBK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
INDUSINDBK,con,CON-FALLBACK,Debt-to-equity of 6.89 is a general leverage level worth monitoring alongside sector peers.,95.0,False
INFY,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
INFY,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
INFY,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
INFY,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
INFY,pro,PRO-FALLBACK,Return on equity of 29.8% reflects the company's baseline capital efficiency.,89.3640201552499,False
IOC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
IOC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
IOC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
IOC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
IOC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
IOC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
IOC,pro,PRO-FALLBACK,Return on equity of 23.5% reflects the company's baseline capital efficiency.,70.59487397569472,False
IRCTC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
IRCTC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
IRCTC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
IRCTC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
IRCTC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
IRCTC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
IRCTC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
IRCTC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
IRCTC,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0,False
IRCTC,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
IRCTC,pro,PRO-FALLBACK,Return on equity of 34.4% reflects the company's baseline capital efficiency.,95.0,False
IRFC,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
IRFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
IRFC,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
IRFC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
IRFC,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
IRFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
IRFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
IRFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
IRFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
IRFC,con,CON-FALLBACK,Debt-to-equity of 8.38 is a general leverage level worth monitoring alongside sector peers.,95.0,False
ITC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
ITC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
ITC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
ITC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
ITC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
ITC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
ITC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
ITC,pro,PRO-FALLBACK,Return on equity of 27.9% reflects the company's baseline capital efficiency.,83.55322318708309,False
JINDALSTEL,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
JINDALSTEL,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0,False
JINDALSTEL,pro,PRO-FALLBACK,Return on equity of 13.4% reflects the company's baseline capital efficiency.,40.23151909017059,True
JIOFIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0,False
JIOFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
JIOFIN,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
JIOFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
JSWENERGY,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
JSWENERGY,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
JSWENERGY,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
JSWENERGY,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
JSWENERGY,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
JSWENERGY,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
JSWENERGY,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
JSWENERGY,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0,False
JSWSTEEL,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
JSWSTEEL,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
KOTAKBANK,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
KOTAKBANK,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
KOTAKBANK,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
KOTAKBANK,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
KOTAKBANK,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
KOTAKBANK,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
KOTAKBANK,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
KOTAKBANK,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
KOTAKBANK,con,CON-FALLBACK,Debt-to-equity of 4.00 is a general leverage level worth monitoring alongside sector peers.,80.07478533838056,False
LICI,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
LICI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
LICI,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0,False
LICI,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
LICI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
LICI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
LICI,pro,PRO-FALLBACK,Return on equity of 49.4% reflects the company's baseline capital efficiency.,95.0,False
LICI,con,CON-FALLBACK,Debt-to-equity of 0.00 is a general leverage level worth monitoring alongside sector peers.,5.0,True
LODHA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
LODHA,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0,False
LODHA,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
LODHA,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0,False
LT,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
LT,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
LT,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
LT,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
LT,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
LT,pro,PRO-FALLBACK,Return on equity of 77.7% reflects the company's baseline capital efficiency.,95.0,False
LTIM,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
LTIM,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
LTIM,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
LTIM,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
LTIM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
LTIM,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
LTIM,con,CON-03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80.0,False
LTIM,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
LTIM,pro,PRO-FALLBACK,Return on equity of 22.9% reflects the company's baseline capital efficiency.,68.71315815765811,False
M&M,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
M&M,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
M&M,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
MARUTI,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
MARUTI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
MARUTI,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
MARUTI,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
MARUTI,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
MARUTI,con,CON-FALLBACK,Debt-to-equity of 0.00 is a general leverage level worth monitoring alongside sector peers.,5.0,True
MOTHERSON,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
MOTHERSON,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
MOTHERSON,con,CON-FALLBACK,Debt-to-equity of 0.76 is a general leverage level worth monitoring alongside sector peers.,15.233798508889313,True
NAUKRI,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
NAUKRI,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
NAUKRI,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
NAUKRI,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
NAUKRI,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
NESTLEIND,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
NESTLEIND,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
NESTLEIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
NESTLEIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
NESTLEIND,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
NESTLEIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
NESTLEIND,pro,PRO-FALLBACK,Return on equity of 117.8% reflects the company's baseline capital efficiency.,95.0,False
NESTLEIND,con,CON-FALLBACK,Debt-to-equity of 0.10 is a general leverage level worth monitoring alongside sector peers.,5.0,True
NHPC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
NHPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
NHPC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
NHPC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
NHPC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
NHPC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
NHPC,con,CON-08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.0,False
NHPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
NHPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
NHPC,con,CON-12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75.0,False
NTPC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
NTPC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
NTPC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
NTPC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
ONGC,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
ONGC,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
ONGC,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
ONGC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
ONGC,con,CON-05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,82.0,False
PFC,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
PFC,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
PFC,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
PFC,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
PFC,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
PFC,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
PFC,con,CON-FALLBACK,Debt-to-equity of 8.52 is a general leverage level worth monitoring alongside sector peers.,95.0,False
PFC,pro,PRO-FALLBACK,Return on equity of 26.2% reflects the company's baseline capital efficiency.,78.48280225809961,False
PIDILITIND,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
PIDILITIND,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
PIDILITIND,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
PIDILITIND,pro,PRO-12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0,False
PIDILITIND,pro,PRO-FALLBACK,Return on equity of 20.8% reflects the company's baseline capital efficiency.,62.34090638753419,False
PIDILITIND,con,CON-FALLBACK,Debt-to-equity of 0.05 is a general leverage level worth monitoring alongside sector peers.,5.0,True
PNB,pro,PRO-01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90.0,False
PNB,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
PNB,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
PNB,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
PNB,con,CON-FALLBACK,Debt-to-equity of 3.68 is a general leverage level worth monitoring alongside sector peers.,73.68512690015402,False
PNB,pro,PRO-FALLBACK,Return on equity of 61.3% reflects the company's baseline capital efficiency.,95.0,False
POWERGRID,pro,PRO-02,Strong free cash flow generation over 5 years signals healthy business fundamentals,88.0,False
POWERGRID,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
POWERGRID,pro,PRO-08,Consistent dividend yield above 2% backed by positive free cash flow,65.0,False
POWERGRID,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
POWERGRID,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
RECLTD,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
RECLTD,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
RECLTD,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
RECLTD,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0,False
RECLTD,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
RECLTD,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
RECLTD,con,CON-FALLBACK,Debt-to-equity of 6.42 is a general leverage level worth monitoring alongside sector peers.,95.0,False
RECLTD,pro,PRO-FALLBACK,Return on equity of 20.4% reflects the company's baseline capital efficiency.,61.18961788031724,False
RELIANCE,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
RELIANCE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
SBILIFE,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0,False
SBILIFE,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
SBILIFE,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
SBILIFE,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
SBIN,pro,PRO-03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0,False
SBIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
SBIN,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
SBIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
SBIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
SHREECEM,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
SHREECEM,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
SHREECEM,con,CON-FALLBACK,Debt-to-equity of 0.08 is a general leverage level worth monitoring alongside sector peers.,5.0,True
SHRIRAMFIN,pro,PRO-04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85.0,False
SHRIRAMFIN,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
SHRIRAMFIN,pro,PRO-06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.0,False
SHRIRAMFIN,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
SHRIRAMFIN,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
SHRIRAMFIN,con,CON-02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,88.0,False
SHRIRAMFIN,con,CON-06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.0,False
SHRIRAMFIN,con,CON-10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80.0,False
SHRIRAMFIN,con,CON-11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,82.0,False
SHRIRAMFIN,con,CON-FALLBACK,Debt-to-equity of 3.99 is a general leverage level worth monitoring alongside sector peers.,79.88068727399023,False
SIEMENS,pro,PRO-07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,88.0,False
SIEMENS,pro,PRO-09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84.0,False
SIEMENS,pro,PRO-10,Return on equity improving for 3 consecutive years shows strengthening business quality,78.0,False
SIEMENS,pro,PRO-11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.0,False
SIEMENS,con,CON-FALLBACK,Debt-to-equity of 0.02 is a general leverage level worth monitoring alongside sector peers.,5.0,True
SUNPHARMA,pro,PRO-05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0,False
